,0,1
0,hiwd,0.15057307481765747
1,uzsk,0.2017495483160019
2,fwtn,0.24568381905555725
3,jotg,0.19832466542720795
4,dxxh,0.8995832800865173
5,swgc,0.2048576921224594
6,nyau,0.17054249346256256
7,mwep,0.2276107668876648
8,acxz,0.6332105398178101
9,wkhz,0.264060378074646
10,nmpm,0.2607254087924957
11,sjee,0.07867741584777832
12,mpcy,0.2995619773864746
13,zezf,0.7641581892967224
14,vnqi,0.48577192425727844
15,sddc,0.17628441751003265
16,ybga,0.16581526398658752
17,ojby,0.21776515245437622
18,nxec,0.21898962557315826
19,chnq,0.5458126068115234
20,qkhs,0.2859533131122589
21,shmn,0.25738656520843506
22,zmbv,0.35317742824554443
23,egze,0.09396510571241379
24,ahxg,0.6127254962921143
25,cjsq,0.8005219101905823
26,nzms,0.30334755778312683
27,suhk,0.17070671916007996
28,wewo,0.13054129481315613
29,hatg,0.20342622697353363
30,slbq,0.9587745666503906
31,aqkg,0.2671116292476654
32,qyno,0.34999337792396545
33,fauw,0.11256109923124313
34,enyn,0.1146121397614479
35,fele,0.03379947319626808
36,ovix,0.09118199348449707
37,jdaj,0.6656262874603271
38,ewxq,0.8772873282432556
39,maeb,0.16502045094966888
40,wasw,0.3915405571460724
41,hoqj,0.143206387758255
42,stnm,0.20138223469257355
43,aito,0.04500625655055046
44,xqsx,0.7399618625640869
45,bzmh,0.374460369348526
46,wqiz,0.670615553855896
47,cokm,0.30377882719039917
48,cket,0.07907445728778839
49,vltj,0.33820098638534546
50,qved,0.4396469295024872
51,bnjp,0.9590540528297424
52,kokx,0.1909201741218567
53,dshy,0.18620294332504272
54,dfjd,0.7468622922897339
55,gnzk,0.470333456993103
56,nxzp,0.20409899950027466
57,ewtm,0.13570746779441833
58,kgpc,0.18264518678188324
59,kcgm,0.20310547947883606
60,owcn,0.1990036964416504
61,htif,0.1668909192085266
62,jpzb,0.16223368048667908
63,nbma,0.16656525433063507
64,btpo,0.17844031751155853
65,mbwu,0.4954949617385864
66,ksuk,0.13714519143104553
67,tezc,0.3346427083015442
68,pefu,0.09161016345024109
69,xzgl,0.5270355343818665
70,gpuz,0.1480138897895813
71,jkwj,0.6878601908683777
72,adlg,0.25449010729789734
73,mkuo,0.2593293786048889
74,boed,0.027882345020771027
75,oeyb,0.2069191187620163
76,qweb,0.6672979593276978
77,ethp,0.08973545581102371
78,gfjz,0.5796139240264893
79,cmxz,0.8272486329078674
80,hucm,0.1120738834142685
81,dfht,0.2514343857765198
82,eutc,0.15688392519950867
83,jtqz,0.5255866646766663
84,cyey,0.0867270901799202
85,ntcf,0.3498269319534302
86,lclq,1.3037419319152832
87,zsej,0.7205705046653748
88,kcgh,0.16685280203819275
89,sybl,0.3744927644729614
90,xfuw,0.369080513715744
91,lxct,0.2689219117164612
92,muvp,0.2213268131017685
93,hkmy,0.1218080148100853
94,gxca,0.168425053358078
95,zdyo,0.1968071311712265
96,tenx,0.11585862934589386
97,nzzg,0.45648786425590515
98,wydv,0.4861468970775604
99,umny,0.1418449878692627
100,nuec,0.08420716971158981
101,ngaa,0.1915944665670395
102,tzph,0.19556349515914917
103,kccy,0.12201665341854095
104,obeh,0.13278892636299133
105,pzzf,0.46186429262161255
106,jnjm,0.40802428126335144
107,nbef,0.2381673902273178
108,ecwq,1.0552691221237183
109,tajk,0.1337559074163437
110,zfqn,0.6122677326202393
111,xvit,0.19938281178474426
112,lwel,0.15528224408626556
113,vmlc,0.3013079762458801
114,ckqb,0.521188497543335
115,vhdk,0.26639655232429504
116,eshx,0.13227176666259766
117,davp,0.25287574529647827
118,ootl,0.10952423512935638
119,qfjj,0.9429441690444946
120,eesz,0.0997898206114769
121,tbek,0.12944458425045013
122,wwqn,0.38887250423431396
123,qpca,0.5900008678436279
124,qtop,0.5941193699836731
125,fmcs,0.2965317368507385
126,exyv,0.24915193021297455
127,yxxb,0.9557505249977112
128,wzsh,0.2697027027606964
129,ybwm,0.22043778002262115
130,kgvt,0.5092976689338684
131,hpvj,0.6017965078353882
132,hqlf,0.7939161062240601
133,keke,0.04145699366927147
134,uhja,0.6299809813499451
135,gzfe,0.2826460003852844
136,xwqd,0.4688534140586853
137,wenp,0.11967157572507858
138,vtic,0.12627823650836945
139,fhgm,0.2148965299129486
140,nywp,0.1792144477367401
141,fbyk,0.17889635264873505
142,eqle,0.18689799308776855
143,mupa,0.037310320883989334
144,gife,0.08991023153066635
145,naoh,0.13226312398910522
146,zabi,0.08029758185148239
147,umce,0.09653457254171371
148,fgpp,0.15566271543502808
149,fdhh,0.16545794904232025
150,sdgj,0.5983295440673828
151,ieqh,0.4083386957645416
152,ekkv,0.31173720955848694
153,jljn,0.3564610481262207
154,innn,0.0876644030213356
155,ushh,0.129755437374115
156,enlo,0.048869967460632324
157,bbzj,0.6938948035240173
158,wwui,0.2715769112110138
159,eeof,0.12389958649873734
160,qpwn,0.33061379194259644
161,cmyv,0.2886572480201721
162,wdqv,0.3625408411026001
163,bmih,0.12990091741085052
164,ewax,0.11893787980079651
165,uazk,0.39884698390960693
166,evbw,0.5199868083000183
167,llvi,0.20035618543624878
168,hejb,0.10388517379760742
169,whqo,0.3514549434185028
170,tekv,0.4703329801559448
171,mdnx,0.34373921155929565
172,bqqe,0.3589205741882324
173,okde,0.1476173847913742
174,elvd,0.2821488082408905
175,svjc,0.9120178818702698
176,emcd,0.23430563509464264
177,kfta,0.2933117747306824
178,hfsh,0.36438024044036865
179,akxn,0.7250585556030273
180,eshn,0.19452796876430511
181,zbgf,0.38943275809288025
182,pbvx,0.3505498170852661
183,tyxj,0.2417275756597519
184,mjel,0.2909528315067291
185,fwos,0.08591862767934799
186,dmcf,0.3793123662471771
187,umjw,0.41218143701553345
188,vwqf,0.3759453594684601
189,qpof,0.5080244541168213
190,lcxg,0.6738120317459106
191,gqex,0.855021059513092
192,dnpe,0.36529526114463806
